"IRP1","IRP2","IRP3","IRP4","IRP5","IRP6","IRP7"
1.900619935265e-55,5.41402226385636e-05,0.00400290735157603,0.0312611679755629,0.102429065030817,0.430530370107989,0.793948978759364
0.246041996861219,0.588817747362945,0.94091861814256,0.99561074377381,0.999999999759175,1,1
0.000223230180389552,0.0347087359816776,0.187180384012011,0.447775685161335,0.743828613011305,0.836941714406374,0.954516761565796
1.900619935265e-55,1.58110122562168e-09,0.00469858534483241,0.0485778982761588,0.164881471005774,0.367976062649004,0.747492366340405
0.267507070732711,0.622639781759816,0.92258801052777,0.968661304074336,0.994845598131515,0.999999998541895,1
0.00955979329330624,0.0747861922438879,0.140764104102685,0.361079629803351,0.781264306377091,0.90523334491364,0.984662275360609
1.900619935265e-55,1.900619935265e-55,2.75836768425008e-06,0.0350355674714509,0.243476304788061,0.369412746870727,0.676354251319569
0.285767013575241,0.603673526110466,0.91922526389962,0.96846310633591,0.994788589396255,0.999999835784991,1
0.0322447481907563,0.0834466505450151,0.144989161703269,0.34393884175484,0.734921208172023,0.927531086574087,0.992349463196945
1.900619935265e-55,1.57758545810937e-17,3.80275365794979e-07,0.0307699189821043,0.206770473774182,0.310721142719826,0.781192984994517
0.283087502676169,0.575892451692319,0.918753676068585,0.99119108158126,0.9999998999706,1,1
0.0290258885687609,0.0551664628777644,0.144356727972903,0.380634551421574,0.727965608721318,0.923796554541977,0.992425116508235
1.900619935265e-55,6.01321085977673e-07,0.00381398323458739,0.0532430824661564,0.214857265332825,0.321951499752107,0.722249008339882
0.291223059572372,0.617998115531846,0.887695804851066,0.982419396349207,0.999981552421943,1,1
0.0290258934691504,0.0642470000801083,0.183809641937982,0.411144255769956,0.727402578889185,0.817691961643025,0.968307989177546
1.900619935265e-55,6.01321085961897e-07,0.00381323179379669,0.0487533710295231,0.190198838809383,0.335461209756402,0.746940332496055
0.23742946205611,0.597856319487028,0.942546872045887,0.995599132246421,0.999999996293643,1,1
0.00477450822039523,0.0446263338646699,0.117782804144431,0.355249280797329,0.81756668072184,0.948163480177958,0.992349612183456
1.900619935265e-55,1.900619935265e-55,3.13845239946744e-06,0.0438062954149354,0.285078892426284,0.307591365566268,0.66841889108564
0.308929815746214,0.573773255741568,0.918112372690677,0.969457174941814,0.99478923335025,0.99999999999992,1
0.0143235406117022,0.119130838573615,0.226250085517681,0.407572500855758,0.696771879473899,0.753089401358975,0.955112399273559
1.900619935265e-55,6.01321085969785e-07,0.00381364268862823,0.0532704693059462,0.21116810092153,0.301210649964395,0.745607943496644
0.290701519531495,0.627867725362844,0.919822943447748,0.94609595377858,0.989622647424066,0.999999999993089,1
0.00960706451606488,0.0851394374591381,0.189900048423808,0.413335308922153,0.719443245418782,0.818977195671667,0.969109175656095
1.900619935265e-55,4.27030076451829e-10,0.00365168374881045,0.0449972748973965,0.183936322907094,0.3947651721425,0.706508307086261
0.260110879868444,0.579225305983436,0.954009268844706,0.97734799810344,0.994810914594352,0.999999999999927,1
0.0238382334457754,0.0257699741635892,0.121130275004727,0.372423023275919,0.792214322671135,0.941006458672049,0.992455723581431
1.900619935265e-55,1.900619935265e-55,3.13866126553268e-06,0.0305681146520179,0.210296752127669,0.336699704088666,0.75352601140169
0.276203741415473,0.56246224088461,0.950893305392296,0.977347998438462,0.994810914594352,0.999999999999927,1
8.19392810442661e-05,0.038687068761084,0.191871102740647,0.3758055256094,0.767554595706466,0.877780958082327,0.979185994544064
1.900619935265e-55,1.900619935265e-55,3.1383298023729e-06,0.0304975441048186,0.212239757858799,0.349415289082694,0.739677280108568
0.262534363471122,0.602221474392843,0.938426902720296,0.973142119682388,0.9948672792697,0.999999998541901,1
5.80492469107147e-05,0.0336167638170009,0.169896335425203,0.361308965228072,0.792103196983295,0.908705062864496,0.984692905186296
1.900619935265e-55,1.900619935265e-55,4.10147629624183e-07,0.0304938472096948,0.227315084916657,0.429898579275589,0.647954171591014
0.309942735546705,0.613940048901768,0.9278384918312,0.931096464376799,0.984488554803963,0.999999834326827,1
0.00953737106507833,0.0696417176000373,0.130592643233884,0.401935978261768,0.726340310426182,0.930308058098919,0.99438666146265
1.900619935265e-55,1.900619935265e-55,3.13834832657876e-06,0.0259303375284124,0.188726760738725,0.371725215131049,0.755070611457339
0.252865419392177,0.662285376763631,0.911297662887407,0.964343899874528,0.994810820312146,0.999999999999927,1
0.00956006526122674,0.0994488789902401,0.225998036659415,0.310560676117405,0.761345553870563,0.838562348785357,0.969498318167943
1.900619935265e-55,1.900619935265e-55,2.78820941357803e-06,0.030568088947773,0.218385358478667,0.38002302281358,0.704180221142769
0.311051757752619,0.607864829311667,0.915184942361776,0.945889891409935,0.989622557165218,0.999999999993089,1
9.36615771349158e-07,0.029243531821145,0.166680524270906,0.430676105897912,0.779608743105902,0.846035727028343,0.968036752085209
5.8216386041777e-12,0.00434500393958492,0.02127235607104,0.0585658735033864,0.212052153162443,0.299370956864667,0.703978453446469
0.30997378418092,0.598263219868538,0.902968232860664,0.96505221954406,0.994789123719616,0.99999999999992,1
0.00960625882577024,0.0758474714030681,0.152256650094222,0.395864187555287,0.708820782385923,0.91755814798137,0.992349388018986
1.900619935265e-55,1.57758545810937e-17,3.1493103595044e-06,0.0306847332247648,0.202777077166329,0.292576631343787,0.802727202945032
0.288587812927323,0.64686991831091,0.872987682692018,0.977878518051351,0.999969115920446,0.999999999999999,1
0.00477510145473028,0.0596876172981937,0.208264852157567,0.502477023812945,0.564940708676446,0.872010525038814,0.99188209326729
1.900619935265e-55,1.23927181718139e-06,0.0130158067815252,0.0807995063512243,0.0899338866781406,0.441600617397774,0.712993238941433
0.194441424844394,0.693500011876697,0.921154668934106,0.986839811471006,0.999999999862271,1,1
6.35335624105249e-08,0.0299011446121933,0.190918142183849,0.517497267200017,0.575284773837392,0.906445350504355,0.999453401187519
1.900619935265e-55,2.7874931944967e-08,0.00953505234117968,0.064238308763405,0.115024018158058,0.477595584795297,0.678952441675418
0.222517586545779,0.689086473518737,0.90132311205513,0.982460292505225,0.99996917271355,0.999999999999999,1
0.0095530910852469,0.0614464480274073,0.120698794678461,0.507792613687694,0.626813361283022,0.921287267346845,0.999872842355833
1.900619935265e-55,8.99762879238757e-07,0.0132276692189978,0.0861999858189245,0.112145716370269,0.424279903358186,0.693123993217594
0.200417482482657,0.666928196086072,0.950470569984283,0.973124950720546,0.994862227928193,0.999999978858944,1
1.68520613575268e-05,0.0290121885243258,0.18776454170172,0.525612680427232,0.599639267738806,0.876487290156439,0.991204499811299
1.900619935265e-55,7.73134196687332e-06,0.0210145910650468,0.103484952830175,0.131999852200099,0.311121253961212,0.727605454711667
0.247762663868411,0.612505995558935,0.925699628120661,0.991222831642616,0.999999999803564,1,1
1.25981307760982e-08,0.0341561405821741,0.19703701176394,0.470620084132407,0.633511923435667,0.892582615690666,0.992047698024071
1.900619935265e-55,2.60345018531391e-06,0.0208926887446938,0.0768550327735185,0.125921607292682,0.347067928440475,0.73685544595438
0.21299323631211,0.648851331862184,0.932357101618356,0.991200806132303,0.999999999951433,1,1
4.69999677171262e-06,0.040045947151888,0.227746142096042,0.51149650231763,0.589786485118511,0.860504425622627,0.957717040791602
2.57799970898177e-13,0.00495601298231807,0.0272979623307841,0.0541446673933626,0.0779063871494803,0.400830917264685,0.773256197084303
0.225126055608578,0.68765446447093,0.901273031458818,0.981121969200461,0.999635877750169,0.999999999997686,1
1.72498744013333e-05,0.0538057385088556,0.265629209990528,0.424399746613232,0.559214310487461,0.906421290416667,0.998839579233428
1.900619935265e-55,2.94065567698049e-08,0.0136256743570321,0.0881324071649861,0.103654046127894,0.389449344285679,0.731808485574181
0.250070697644465,0.687754115375536,0.8828790535364,0.975079693207021,0.999173210855236,0.999999999435784,1
0.00477466298601287,0.0646767356121869,0.227933512196409,0.497625698967604,0.517348366107517,0.893109495675955,0.999486533330714
1.900619935265e-55,4.62397008031602e-09,0.00953496998999183,0.0642392122739321,0.118403161283839,0.495692839663208,0.658337648722643
0.277111873829556,0.634165944863351,0.89317339605219,0.978828060019809,0.998985455743612,0.999999999917159,1
1.72003284796248e-05,0.0439073250694782,0.239950864795884,0.502412605357529,0.602724937927437,0.810227259697915,0.975244824403581
1.900619935265e-55,9.31672038061112e-07,0.017166308942355,0.10938972879449,0.120866525894921,0.438926453739052,0.629053135847211
0.217344128020583,0.695737539765238,0.902471413975934,0.981424029179562,0.999724827220028,0.999999999999681,1
0.00477509327113756,0.0597994320937656,0.212091102461123,0.522681999643303,0.565290949006977,0.840106067417195,0.984785758085249
1.900619935265e-55,3.22595480634851e-07,0.0170556283455372,0.104469794505711,0.105160634501267,0.49472546211429,0.605072970181606
0.207820944565954,0.756205989449187,0.873789269106576,0.973641381209229,0.99999997484693,1,1
0.00477027266574289,0.0546183603332729,0.181108135866332,0.468677231743578,0.639461500996286,0.916736413061677,0.959495733223399
1.900619935265e-55,3.24988124736445e-08,0.0114865895884214,0.0777264123649272,0.128352475760268,0.468243940769506,0.64827346585577
0.262079932231903,0.674893234053127,0.87908541295573,0.976690795911864,0.999635869177549,0.999999999997686,1
0.00477925915454797,0.0700480780423507,0.254746651046499,0.52500298259044,0.537332913355703,0.822512140192208,0.94544228732954
1.900619935265e-55,8.37869305049623e-07,0.0169589281623315,0.0698343643249193,0.102807243685918,0.341195150652355,0.790741437881314
0.217716640312576,0.668290269425023,0.917211907065991,0.987006026090151,0.99999999971984,1,1
5.88074763678318e-08,0.0388494507217039,0.216323818402408,0.469891314940417,0.584559996675252,0.91070045789841,0.999107667171909
1.900619935265e-55,1.18195609019252e-06,0.0170580294162079,0.107677356715119,0.108174745007035,0.40648872466343,0.676853094078934
0.202323741297891,0.685065200723538,0.919759470685796,0.986878413380309,0.999999996389615,1,1
0.00479208871982194,0.0546180694421139,0.19179740004451,0.521322308349352,0.570365887112958,0.871965175125367,0.991867953689962
1.900619935265e-55,4.61808256453538e-05,0.0154290360969997,0.0946463679158401,0.099319654916053,0.452650868326726,0.667317355830062
